pin,district,state
700117,24 PARAGANAS NORTH,WEST BENGAL
388640,ANAND,GUJARAT
524004,SPSR NELLORE,ANDHRA PRADESH
424205,JALGAON,MAHARASHTRA
560074,BENGALURU URBAN,KARNATAKA
635752,Tirupathur,TAMIL NADU
148030,SANGRUR,PUNJAB
362550,GIR SOMNATH,GUJARAT
495224,BILASPUR,CHHATTISGARH
743439,24 PARAGANAS NORTH,WEST BENGAL
229123,RAE BARELI,UTTAR PRADESH
829204,LATEHAR,JHARKHAND
425305,JALGAON,MAHARASHTRA
678101,PALAKKAD,KERALA
457888,ALIRAJPUR,MADHYA PRADESH
678504,PALAKKAD,KERALA
411003,PUNE,MAHARASHTRA
641029,COIMBATORE,TAMIL NADU
799201,Khowai,TRIPURA
415309,SANGLI,MAHARASHTRA
415407,SANGLI,MAHARASHTRA
630566,SIVAGANGA,TAMIL NADU
271901,BAHRAICH,UTTAR PRADESH
496224,JASHPUR,CHHATTISGARH
782460,KARBI ANGLONG,ASSAM
246473,CHAMOLI,UTTARAKHAND
533101,EAST GODAVARI,ANDHRA PRADESH
600100,CHENGALPATTU,TAMIL NADU
700144,24 PARAGANAS SOUTH,WEST BENGAL
493111,RAIPUR,CHHATTISGARH
561213,CHIKKABALLAPURA,KARNATAKA
175013,KANGRA,HIMACHAL PRADESH
721420,MEDINIPUR EAST,WEST BENGAL
785613,GOLAGHAT,ASSAM
670306,KANNUR,KERALA
752105,PURI,ODISHA
345021,JAISALMER,RAJASTHAN
743297,24 PARAGANAS NORTH,WEST BENGAL
313903,UDAIPUR,RAJASTHAN
531082,VISAKHAPATANAM,ANDHRA PRADESH
574226,DAKSHINA KANNADA,KARNATAKA
249304,PAURI GARHWAL,UTTARAKHAND
673051,KOZHIKODE,KERALA
534199,WEST GODAVARI,ANDHRA PRADESH
143516,GURDASPUR,PUNJAB
413251,SOLAPUR,MAHARASHTRA
825103,CHATRA,JHARKHAND
243001,BAREILLY,UTTAR PRADESH
629156,KANNIYAKUMARI,TAMIL NADU
313202,RAJSAMAND,RAJASTHAN
306704,PALI,RAJASTHAN
451770,BARWANI,MADHYA PRADESH
759028,DHENKANAL,ODISHA
110022,NEW DELHI,DELHI
302013,JAIPUR,RAJASTHAN
247662,HARIDWAR,UTTARAKHAND
485772,SATNA,MADHYA PRADESH
504303,MANCHERIAL,TELANGANA
571253,KODAGU,KARNATAKA
700077,24 PARAGANAS NORTH,WEST BENGAL
691004,KOLLAM,KERALA
712305,HOOGHLY,WEST BENGAL
713360,PASCHIM BARDHAMAN,WEST BENGAL
583287,KOPPAL,KARNATAKA
360311,RAJKOT,GUJARAT
743711,24 PARAGANAS NORTH,WEST BENGAL
171202,SHIMLA,HIMACHAL PRADESH
442705,GADCHIROLI,MAHARASHTRA
741245,NADIA,WEST BENGAL
143119,AMRITSAR,PUNJAB
384245,PATAN,GUJARAT
507136,Mulugu,TELANGANA
221007,VARANASI,UTTAR PRADESH
530020,VISAKHAPATANAM,ANDHRA PRADESH
682026,ERNAKULAM,KERALA
535559,VIZIANAGARAM,ANDHRA PRADESH
571441,CHAMARAJANAGARA,KARNATAKA
642128,TIRUPPUR,TAMIL NADU
811112,LAKHISARAI,BIHAR
442902,CHANDRAPUR,MAHARASHTRA
222137,JAUNPUR,UTTAR PRADESH
685566,IDUKKI,KERALA
370145,KACHCHH,GUJARAT
185132,RAJOURI,JAMMU AND KASHMIR
712602,HOOGHLY,WEST BENGAL
384515,MAHESANA,GUJARAT
585105,KALABURAGI,KARNATAKA
713357,PASCHIM BARDHAMAN,WEST BENGAL
791121,PAPUM PARE,ARUNACHAL PRADESH
606104,CUDDALORE,TAMIL NADU
722151,BANKURA,WEST BENGAL
146111,HOSHIARPUR,PUNJAB
132106,PANIPAT,HARYANA
305022,AJMER,RAJASTHAN
691311,KOLLAM,KERALA
680699,THRISSUR,KERALA
440020,NAGPUR,MAHARASHTRA
471313,CHHATARPUR,MADHYA PRADESH
175046,MANDI,HIMACHAL PRADESH
785110,MAJULI,ASSAM
521107,KRISHNA,ANDHRA PRADESH
788722,KARIMGANJ,ASSAM
400072,MUMBAI SUBURBAN,MAHARASHTRA
524304,SPSR NELLORE,ANDHRA PRADESH
845428,PURBI CHAMPARAN,BIHAR
585307,KALABURAGI,KARNATAKA
360421,RAJKOT,GUJARAT
680301,THRISSUR,KERALA
370601,KACHCHH,GUJARAT
832403,SARAIKELA KHARSAWAN,JHARKHAND
125060,SIRSA,HARYANA
127201,BHIWANI,HARYANA
786012,DIBRUGARH,ASSAM
600101,CHENNAI,TAMIL NADU
755006,BHADRAK,ODISHA
803201,PATNA,BIHAR
500009,HYDERABAD,TELANGANA
344027,BARMER,RAJASTHAN
584202,RAICHUR,KARNATAKA
781006,KAMRUP METRO,ASSAM
610105,THIRUVARUR,TAMIL NADU
453115,INDORE,MADHYA PRADESH
620027,TIRUCHIRAPPALLI,TAMIL NADU
191201,GANDERBAL,JAMMU AND KASHMIR
614806,NAGAPATTINAM,TAMIL NADU
415203,RATNAGIRI,MAHARASHTRA
591229,BELAGAVI,KARNATAKA
630105,SIVAGANGA,TAMIL NADU
246161,PAURI GARHWAL,UTTARAKHAND
743336,24 PARAGANAS SOUTH,WEST BENGAL
210504,HAMIRPUR,UTTAR PRADESH
680006,THRISSUR,KERALA
141117,LUDHIANA,PUNJAB
231213,SONBHADRA,UTTAR PRADESH
184204,KATHUA,JAMMU AND KASHMIR
522661,GUNTUR,ANDHRA PRADESH
623532,RAMANATHAPURAM,TAMIL NADU
508253,NALGONDA,TELANGANA
828302,DHANBAD,JHARKHAND
192306,PULWAMA,JAMMU AND KASHMIR
614402,THANJAVUR,TAMIL NADU
143204,AMRITSAR,PUNJAB
229203,RAE BARELI,UTTAR PRADESH
695036,THIRUVANANTHAPURAM,KERALA
585416,BIDAR,KARNATAKA
580025,DHARWAD,KARNATAKA
691572,KOLLAM,KERALA
392025,BHARUCH,GUJARAT
533288,EAST GODAVARI,ANDHRA PRADESH
396418,NAVSARI,GUJARAT
508243,NALGONDA,TELANGANA
442603,GADCHIROLI,MAHARASHTRA
533293,EAST GODAVARI,ANDHRA PRADESH
441111,NAGPUR,MAHARASHTRA
392210,BHARUCH,GUJARAT
533463,EAST GODAVARI,ANDHRA PRADESH
518343,KURNOOL,ANDHRA PRADESH
690502,ALAPPUZHA,KERALA
711313,HOWRAH,WEST BENGAL
242021,SAMBHAL,UTTAR PRADESH
577423,SHIVAMOGGA,KARNATAKA
764085,NABARANGPUR,ODISHA
506168,JAYASHANKAR BHUPALAPALLY,TELANGANA
683102,ERNAKULAM,KERALA
425424,NANDURBAR,MAHARASHTRA
413132,PUNE,MAHARASHTRA
431720,PARBHANI,MAHARASHTRA
201312,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
628952,TUTICORIN,TAMIL NADU
176043,HAMIRPUR,HIMACHAL PRADESH
847235,MADHUBANI,BIHAR
425101,JALGAON,MAHARASHTRA
713215,PASCHIM BARDHAMAN,WEST BENGAL
110093,NORTH EAST,DELHI
600052,THIRUVALLUR,TAMIL NADU
502375,SIDDIPET,TELANGANA
635106,DHARMAPURI,TAMIL NADU
229135,Amethi,UTTAR PRADESH
276305,AZAMGARH,UTTAR PRADESH
713166,PURBA BARDHAMAN,WEST BENGAL
794106,SOUTH WEST GARO HILLS,MEGHALAYA
484774,SHAHDOL,MADHYA PRADESH
802210,BHOJPUR,BIHAR
342028,JODHPUR,RAJASTHAN
131301,SONIPAT,HARYANA
185151,RAJOURI,JAMMU AND KASHMIR
576283,UDUPI,KARNATAKA
322249,KARAULI,RAJASTHAN
335708,GANGANAGAR,RAJASTHAN
445305,YAVATMAL,MAHARASHTRA
480887,SEONI,MADHYA PRADESH
611001,NAGAPATTINAM,TAMIL NADU
523104,PRAKASAM,ANDHRA PRADESH
741202,NADIA,WEST BENGAL
586118,VIJAYAPURA,KARNATAKA
762109,KANDHAMAL,ODISHA
144402,KAPURTHALA,PUNJAB
332722,SIKAR,RAJASTHAN
571110,MYSURU,KARNATAKA
391345,VADODARA,GUJARAT
521110,KRISHNA,ANDHRA PRADESH
221010,VARANASI,UTTAR PRADESH
630208,SIVAGANGA,TAMIL NADU
756080,BALESHWAR,ODISHA
744207,SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS
824103,AURANGABAD,BIHAR
390002,VADODARA,GUJARAT
271504,GONDA,UTTAR PRADESH
411009,PUNE,MAHARASHTRA
635112,KRISHNAGIRI,TAMIL NADU
382443,AHMADABAD,GUJARAT
147203,FATEHGARH SAHIB,PUNJAB
396380,NAVSARI,GUJARAT
396180,VALSAD,GUJARAT
524101,SPSR NELLORE,ANDHRA PRADESH
515202,ANANTAPUR,ANDHRA PRADESH
678642,PALAKKAD,KERALA
628612,TUTICORIN,TAMIL NADU
171002,SHIMLA,HIMACHAL PRADESH
828206,DHANBAD,JHARKHAND
454001,DHAR,MADHYA PRADESH
484334,ANUPPUR,MADHYA PRADESH
829201,CHATRA,JHARKHAND
685503,IDUKKI,KERALA
573134,HASSAN,KARNATAKA
695526,THIRUVANANTHAPURAM,KERALA
416518,SINDHUDURG,MAHARASHTRA
713140,PURBA BARDHAMAN,WEST BENGAL
757020,MAYURBHANJ,ODISHA
571812,MANDYA,KARNATAKA
770013,SUNDARGARH,ODISHA
484110,SHAHDOL,MADHYA PRADESH
206003,ETAWAH,UTTAR PRADESH
246737,BIJNOR,UTTAR PRADESH
503245,NIZAMABAD,TELANGANA
788005,CACHAR,ASSAM
711308,HOWRAH,WEST BENGAL
788120,CACHAR,ASSAM
172032,KULLU,HIMACHAL PRADESH
246745,BIJNOR,UTTAR PRADESH
591124,BELAGAVI,KARNATAKA
581328,UTTARA KANNADA,KARNATAKA
628908,TUTICORIN,TAMIL NADU
680589,THRISSUR,KERALA
226031,LUCKNOW,UTTAR PRADESH
605105,PONDICHERRY,PUDUCHERRY
431541,PARBHANI,MAHARASHTRA
201021,GHAZIABAD,UTTAR PRADESH
276402,MAU,UTTAR PRADESH
431705,HINGOLI,MAHARASHTRA
281307,HATHRAS,UTTAR PRADESH
335711,GANGANAGAR,RAJASTHAN
756164,BHADRAK,ODISHA
131039,SONIPAT,HARYANA
670014,KANNUR,KERALA
713205,PASCHIM BARDHAMAN,WEST BENGAL
851101,BEGUSARAI,BIHAR
402307,RAIGAD,MAHARASHTRA
144416,JALANDHAR,PUNJAB
416712,RATNAGIRI,MAHARASHTRA
341025,NAGAUR,RAJASTHAN
207120,ETAH,UTTAR PRADESH
604306,VILLUPURAM,TAMIL NADU
415603,RATNAGIRI,MAHARASHTRA
802165,BHOJPUR,BIHAR
141014,LUDHIANA,PUNJAB
414006,AHMEDNAGAR,MAHARASHTRA
465226,SHAJAPUR,MADHYA PRADESH
516464,ANANTAPUR,ANDHRA PRADESH
333029,JHUNJHUNU,RAJASTHAN
500103,MEDCHAL MALKAJGIRI,TELANGANA
680732,THRISSUR,KERALA
464573,RAISEN,MADHYA PRADESH
262576,PITHORAGARH,UTTARAKHAND
203202,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
689666,PATHANAMTHITTA,KERALA
144631,KAPURTHALA,PUNJAB
394690,TAPI,GUJARAT
533352,EAST GODAVARI,ANDHRA PRADESH
323614,BUNDI,RAJASTHAN
232101,CHANDAULI,UTTAR PRADESH
390017,VADODARA,GUJARAT
767041,BALANGIR,ODISHA
403513,NORTH GOA,GOA
610104,THIRUVARUR,TAMIL NADU
625529,MADURAI,TAMIL NADU
143530,GURDASPUR,PUNJAB
496107,RAIGARH,CHHATTISGARH
792102,LOHIT,ARUNACHAL PRADESH
333030,JHUNJHUNU,RAJASTHAN
515763,ANANTAPUR,ANDHRA PRADESH
583234,KOPPAL,KARNATAKA
766105,NUAPADA,ODISHA
110018,WEST,DELHI
767023,SONEPUR,ODISHA
110017,SOUTH,DELHI
160104,S.A.S Nagar,PUNJAB
679577,MALAPPURAM,KERALA
847405,DARBHANGA,BIHAR
814165,GODDA,JHARKHAND
606213,KALLAKURICHI,TAMIL NADU
781326,BARPETA,ASSAM
736169,COOCHBEHAR,WEST BENGAL
125011,HISAR,HARYANA
443112,BULDHANA,MAHARASHTRA
671322,KASARAGOD,KERALA
821307,ROHTAS,BIHAR
515601,ANANTAPUR,ANDHRA PRADESH
601202,THIRUVALLUR,TAMIL NADU
444710,AMRAVATI,MAHARASHTRA
695543,THIRUVANANTHAPURAM,KERALA
413720,AHMEDNAGAR,MAHARASHTRA
450771,EAST NIMAR,MADHYA PRADESH
752108,PURI,ODISHA
141104,LUDHIANA,PUNJAB
509349,NAGARKURNOOL,TELANGANA
410202,RAIGAD,MAHARASHTRA
412806,SATARA,MAHARASHTRA
246732,BIJNOR,UTTAR PRADESH
250004,MEERUT,UTTAR PRADESH
534475,WEST GODAVARI,ANDHRA PRADESH
140306,S.A.S Nagar,PUNJAB
140109,S.A.S Nagar,PUNJAB
770022,SUNDARGARH,ODISHA
174005,BILASPUR,HIMACHAL PRADESH
752057,KHORDHA,ODISHA
765017,RAYAGADA,ODISHA
735212,JALPAIGURI,WEST BENGAL
209736,KANNAUJ,UTTAR PRADESH
144515,Shahid Bhagat Singh Nagar,PUNJAB
577128,CHIKKAMAGALURU,KARNATAKA
533295,EAST GODAVARI,ANDHRA PRADESH
394120,BHARUCH,GUJARAT
461551,HOSHANGABAD,MADHYA PRADESH
757018,MAYURBHANJ,ODISHA
577535,CHITRADURGA,KARNATAKA
722160,BANKURA,WEST BENGAL
711414,HOWRAH,WEST BENGAL
605111,PONDICHERRY,PUDUCHERRY
392135,BHARUCH,GUJARAT
194301,KARGIL,LADAKH
185102,POONCH,JAMMU AND KASHMIR
322701,SAWAI MADHOPUR,RAJASTHAN
190003,SRINAGAR,JAMMU AND KASHMIR
571617,MYSURU,KARNATAKA
363643,MORBI,GUJARAT
614701,THANJAVUR,TAMIL NADU
621212,PERAMBALUR,TAMIL NADU
631402,THIRUVALLUR,TAMIL NADU
491230,BALOD,CHHATTISGARH
175124,MANDI,HIMACHAL PRADESH
181152,JAMMU,JAMMU AND KASHMIR
229204,RAE BARELI,UTTAR PRADESH
751022,KHORDHA,ODISHA
271309,GONDA,UTTAR PRADESH
283103,FIROZABAD,UTTAR PRADESH
396475,NAVSARI,GUJARAT
560115,BENGALURU URBAN,KARNATAKA
802120,BUXAR,BIHAR
132046,KARNAL,HARYANA
591121,BELAGAVI,KARNATAKA
832303,EAST SINGHBUM,JHARKHAND
627758,TENKASI,TAMIL NADU
562138,RAMANAGARA,KARNATAKA
614018,THIRUVARUR,TAMIL NADU
581316,UTTARA KANNADA,KARNATAKA
643219,THE NILGIRIS,TAMIL NADU
632517,Ranipet,TAMIL NADU
627604,TIRUNELVELI,TAMIL NADU
504216,MANCHERIAL,TELANGANA
641023,COIMBATORE,TAMIL NADU
393002,BHARUCH,GUJARAT
741166,NADIA,WEST BENGAL
222133,JAUNPUR,UTTAR PRADESH
620010,TIRUCHIRAPPALLI,TAMIL NADU
827004,BOKARO,JHARKHAND
758027,KENDUJHAR,ODISHA
470115,SAGAR,MADHYA PRADESH
370490,KACHCHH,GUJARAT
191103,PULWAMA,JAMMU AND KASHMIR
635807,Tirupathur,TAMIL NADU
560094,BENGALURU URBAN,KARNATAKA
848125,MUZAFFARPUR,BIHAR
695604,THIRUVANANTHAPURAM,KERALA
523305,PRAKASAM,ANDHRA PRADESH
151504,MANSA,PUNJAB
431127,BEED,MAHARASHTRA
695303,THIRUVANANTHAPURAM,KERALA
141112,LUDHIANA,PUNJAB
143505,GURDASPUR,PUNJAB
391101,VADODARA,GUJARAT
146023,HOSHIARPUR,PUNJAB
577201,SHIVAMOGGA,KARNATAKA
627127,TIRUNELVELI,TAMIL NADU
416005,KOLHAPUR,MAHARASHTRA
828117,DHANBAD,JHARKHAND
781005,KAMRUP METRO,ASSAM
212111,PRAYAGRAJ,UTTAR PRADESH
323801,BUNDI,RAJASTHAN
462101,BHOPAL,MADHYA PRADESH
756002,BALESHWAR,ODISHA
413007,SOLAPUR,MAHARASHTRA
342021,JODHPUR,RAJASTHAN
202128,ALIGARH,UTTAR PRADESH
630101,SIVAGANGA,TAMIL NADU
641110,COIMBATORE,TAMIL NADU
642109,COIMBATORE,TAMIL NADU
689652,PATHANAMTHITTA,KERALA
782403,KAMRUP METRO,ASSAM
403530,NORTH GOA,GOA
600124,THIRUVALLUR,TAMIL NADU
828116,DHANBAD,JHARKHAND
577596,CHITRADURGA,KARNATAKA
271609,BALRAMPUR,UTTAR PRADESH
721303,MEDINIPUR WEST,WEST BENGAL
301409,ALWAR,RAJASTHAN
624212,DINDIGUL,TAMIL NADU
570030,MYSURU,KARNATAKA
535001,VIZIANAGARAM,ANDHRA PRADESH
637304,NAMAKKAL,TAMIL NADU
851218,BEGUSARAI,BIHAR
141116,LUDHIANA,PUNJAB
173202,SOLAN,HIMACHAL PRADESH
335504,HANUMANGARH,RAJASTHAN
224145,AMBEDKAR NAGAR,UTTAR PRADESH
713131,PURBA BARDHAMAN,WEST BENGAL
761144,GANJAM,ODISHA
362150,GIR SOMNATH,GUJARAT
843115,MUZAFFARPUR,BIHAR
573165,HASSAN,KARNATAKA
735122,COOCHBEHAR,WEST BENGAL
495222,BILASPUR,CHHATTISGARH
224141,AMBEDKAR NAGAR,UTTAR PRADESH
535580,VIZIANAGARAM,ANDHRA PRADESH
799132,Sepahijala,TRIPURA
721136,MEDINIPUR WEST,WEST BENGAL
782425,KARBI ANGLONG,ASSAM
224118,AYODHYA,UTTAR PRADESH
272206,SIDDHARTH NAGAR,UTTAR PRADESH
799286,Dhalai,TRIPURA
401405,PALGHAR,MAHARASHTRA
628601,TUTICORIN,TAMIL NADU
313325,RAJSAMAND,RAJASTHAN
516349,Y.S.R.,ANDHRA PRADESH
643203,THE NILGIRIS,TAMIL NADU
508286,YADADRI BHUVANAGIRI,TELANGANA
212658,FATEHPUR,UTTAR PRADESH
415724,RATNAGIRI,MAHARASHTRA
506001,WARANGAL URBAN,TELANGANA
394101,SURAT,GUJARAT
823001,GAYA,BIHAR
783301,DHUBRI,ASSAM
494334,KANKER,CHHATTISGARH
176058,KANGRA,HIMACHAL PRADESH
496116,RAIGARH,CHHATTISGARH
575014,DAKSHINA KANNADA,KARNATAKA
689545,PATHANAMTHITTA,KERALA
695035,THIRUVANANTHAPURAM,KERALA
625706,MADURAI,TAMIL NADU
273163,MAHARAJGANJ,UTTAR PRADESH
208009,KANPUR NAGAR,UTTAR PRADESH
680104,THRISSUR,KERALA
768212,SAMBALPUR,ODISHA
533125,EAST GODAVARI,ANDHRA PRADESH
765025,RAYAGADA,ODISHA
799157,South Tripura,TRIPURA
712232,HOOGHLY,WEST BENGAL
363630,MORBI,GUJARAT
304803,TONK,RAJASTHAN
312001,CHITTORGARH,RAJASTHAN
670650,KANNUR,KERALA
507170,KHAMMAM,TELANGANA
695574,THIRUVANANTHAPURAM,KERALA
140501,S.A.S Nagar,PUNJAB
421603,THANE,MAHARASHTRA
416202,KOLHAPUR,MAHARASHTRA
205267,MAINPURI,UTTAR PRADESH
441208,GADCHIROLI,MAHARASHTRA
785666,SIVASAGAR,ASSAM
412104,PUNE,MAHARASHTRA
522201,GUNTUR,ANDHRA PRADESH
396463,NAVSARI,GUJARAT
495677,KORBA,CHHATTISGARH
520001,KRISHNA,ANDHRA PRADESH
843125,MUZAFFARPUR,BIHAR
394516,SURAT,GUJARAT
689597,PATHANAMTHITTA,KERALA
560051,BENGALURU URBAN,KARNATAKA
608002,CUDDALORE,TAMIL NADU
497118,BALRAMPUR,CHHATTISGARH
673028,KOZHIKODE,KERALA
641034,COIMBATORE,TAMIL NADU
577229,SHIVAMOGGA,KARNATAKA
262702,KHERI,UTTAR PRADESH
452018,INDORE,MADHYA PRADESH
400021,MUMBAI,MAHARASHTRA
517619,CHITTOOR,ANDHRA PRADESH
574235,DAKSHINA KANNADA,KARNATAKA
680701,THRISSUR,KERALA
333042,JHUNJHUNU,RAJASTHAN
689590,ALAPPUZHA,KERALA
505452,Jagitial,TELANGANA
622422,PUDUKKOTTAI,TAMIL NADU
503125,KAMAREDDY,TELANGANA
678705,PALAKKAD,KERALA
208017,KANPUR NAGAR,UTTAR PRADESH
413713,AHMEDNAGAR,MAHARASHTRA
441122,NAGPUR,MAHARASHTRA
416007,KOLHAPUR,MAHARASHTRA
247670,HARIDWAR,UTTARAKHAND
522409,GUNTUR,ANDHRA PRADESH
144411,JALANDHAR,PUNJAB
591212,BELAGAVI,KARNATAKA
829135,RAMGARH,JHARKHAND
470340,SAGAR,MADHYA PRADESH
636803,DHARMAPURI,TAMIL NADU
783323,DHUBRI,ASSAM
678508,PALAKKAD,KERALA
496001,RAIGARH,CHHATTISGARH
125037,HISAR,HARYANA
562128,RAMANAGARA,KARNATAKA
262502,PITHORAGARH,UTTARAKHAND
713330,PASCHIM BARDHAMAN,WEST BENGAL
486003,REWA,MADHYA PRADESH
570002,MYSURU,KARNATAKA
221308,BHADOHI,UTTAR PRADESH
413623,OSMANABAD,MAHARASHTRA
683565,ERNAKULAM,KERALA
530018,VISAKHAPATANAM,ANDHRA PRADESH
424307,DHULE,MAHARASHTRA
500030,RANGA REDDY,TELANGANA
843333,SITAMARHI,BIHAR
457550,RATLAM,MADHYA PRADESH
517643,CHITTOOR,ANDHRA PRADESH
313322,RAJSAMAND,RAJASTHAN
757002,MAYURBHANJ,ODISHA
576107,UDUPI,KARNATAKA
400056,MUMBAI SUBURBAN,MAHARASHTRA
636903,DHARMAPURI,TAMIL NADU
485111,SATNA,MADHYA PRADESH
387570,KHEDA,GUJARAT
466448,SEHORE,MADHYA PRADESH
194101,LEH LADAKH,LADAKH
515122,ANANTAPUR,ANDHRA PRADESH
743345,24 PARAGANAS SOUTH,WEST BENGAL
472010,TIKAMGARH,MADHYA PRADESH
577120,CHIKKAMAGALURU,KARNATAKA
624220,DINDIGUL,TAMIL NADU
734008,DARJEELING,WEST BENGAL
370670,KACHCHH,GUJARAT
441207,GADCHIROLI,MAHARASHTRA
571213,KODAGU,KARNATAKA
814119,DUMKA,JHARKHAND
625515,THENI,TAMIL NADU
799035,West Tripura,TRIPURA
415715,RATNAGIRI,MAHARASHTRA
744106,SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS
735225,JALPAIGURI,WEST BENGAL
477331,BHIND,MADHYA PRADESH
783384,BONGAIGAON,ASSAM
783354,KOKRAJHAR,ASSAM
691509,KOLLAM,KERALA
835214,LOHARDAGA,JHARKHAND
136033,KAITHAL,HARYANA
637101,SALEM,TAMIL NADU
250617,BAGHPAT,UTTAR PRADESH
603305,CHENGALPATTU,TAMIL NADU
221305,VARANASI,UTTAR PRADESH
731125,BIRBHUM,WEST BENGAL
812005,BHAGALPUR,BIHAR
193221,KUPWARA,JAMMU AND KASHMIR
464221,VIDISHA,MADHYA PRADESH
673611,KOZHIKODE,KERALA
263151,UDAM SINGH NAGAR,UTTARAKHAND
736172,COOCHBEHAR,WEST BENGAL
764044,MALKANGIRI,ODISHA
193224,KUPWARA,JAMMU AND KASHMIR
585367,KALABURAGI,KARNATAKA
630702,SIVAGANGA,TAMIL NADU
843123,MUZAFFARPUR,BIHAR
473660,DATIA,MADHYA PRADESH
713384,PASCHIM BARDHAMAN,WEST BENGAL
314401,DUNGARPUR,RAJASTHAN
231301,MIRZAPUR,UTTAR PRADESH
841424,SARAN,BIHAR
332317,SIKAR,RAJASTHAN
388307,ANAND,GUJARAT
422203,NASHIK,MAHARASHTRA
560082,BENGALURU URBAN,KARNATAKA
506007,WARANGAL URBAN,TELANGANA
175050,MANDI,HIMACHAL PRADESH
604206,VILLUPURAM,TAMIL NADU
680521,THRISSUR,KERALA
225416,BARABANKI,UTTAR PRADESH
846001,DARBHANGA,BIHAR
785703,GOLAGHAT,ASSAM
614711,NAGAPATTINAM,TAMIL NADU
501301,MEDCHAL MALKAJGIRI,TELANGANA
530001,VISAKHAPATANAM,ANDHRA PRADESH
495445,KORBA,CHHATTISGARH
233002,GHAZIPUR,UTTAR PRADESH
533306,EAST GODAVARI,ANDHRA PRADESH
332405,SIKAR,RAJASTHAN
561202,TUMAKURU,KARNATAKA
110086,NORTH WEST,DELHI
560104,BENGALURU URBAN,KARNATAKA
504295,KUMURAM BHEEM ASIFABAD,TELANGANA
673017,KOZHIKODE,KERALA
110087,WEST,DELHI
209202,KANPUR NAGAR,UTTAR PRADESH
464337,VIDISHA,MADHYA PRADESH
581112,HAVERI,KARNATAKA
623515,RAMANATHAPURAM,TAMIL NADU
683516,ERNAKULAM,KERALA
480106,CHHINDWARA,MADHYA PRADESH
768004,SAMBALPUR,ODISHA
242301,SHAHJAHANPUR,UTTAR PRADESH
768219,JHARSUGUDA,ODISHA
362240,JUNAGADH,GUJARAT
604404,TIRUVANNAMALAI,TAMIL NADU
364250,BHAVNAGAR,GUJARAT
632501,Ranipet,TAMIL NADU
226401,LUCKNOW,UTTAR PRADESH
734434,DARJEELING,WEST BENGAL
143410,Tarn Taran,PUNJAB
334802,BIKANER,RAJASTHAN
507158,KHAMMAM,TELANGANA
229130,RAE BARELI,UTTAR PRADESH
442401,CHANDRAPUR,MAHARASHTRA
521102,KRISHNA,ANDHRA PRADESH
523240,PRAKASAM,ANDHRA PRADESH
524002,SPSR NELLORE,ANDHRA PRADESH
733123,DINAJPUR UTTAR,WEST BENGAL
769013,SUNDARGARH,ODISHA
263623,ALMORA,UTTARAKHAND
523211,PRAKASAM,ANDHRA PRADESH
581113,DHARWAD,KARNATAKA
227811,Amethi,UTTAR PRADESH
843116,MUZAFFARPUR,BIHAR
465669,RAJGARH,MADHYA PRADESH
825167,GIRIDIH,JHARKHAND
638054,ERODE,TAMIL NADU
444605,AMRAVATI,MAHARASHTRA
828113,DHANBAD,JHARKHAND
123024,MAHENDRAGARH,HARYANA
765029,RAYAGADA,ODISHA
758020,KENDUJHAR,ODISHA
302031,JAIPUR,RAJASTHAN
581318,UTTARA KANNADA,KARNATAKA
306504,PALI,RAJASTHAN
476229,MORENA,MADHYA PRADESH
412213,PUNE,MAHARASHTRA
424004,DHULE,MAHARASHTRA
494669,KANKER,CHHATTISGARH
302034,JAIPUR,RAJASTHAN
508223,SURYAPET,TELANGANA
224161,AYODHYA,UTTAR PRADESH
410510,PUNE,MAHARASHTRA
284205,JHANSI,UTTAR PRADESH
263138,NAINITAL,UTTARAKHAND
362565,GIR SOMNATH,GUJARAT
742122,MURSHIDABAD,WEST BENGAL
782411,KAMRUP METRO,ASSAM
560089,BENGALURU URBAN,KARNATAKA
690528,KOLLAM,KERALA
523115,PRAKASAM,ANDHRA PRADESH
500032,HYDERABAD,TELANGANA
695141,THIRUVANANTHAPURAM,KERALA
761042,GANJAM,ODISHA
141108,LUDHIANA,PUNJAB
124103,JHAJJAR,HARYANA
306307,PALI,RAJASTHAN
424311,DHULE,MAHARASHTRA
676320,MALAPPURAM,KERALA
135003,YAMUNANAGAR,HARYANA
413248,SOLAPUR,MAHARASHTRA
383030,SABAR KANTHA,GUJARAT
425411,NANDURBAR,MAHARASHTRA
600129,CHENGALPATTU,TAMIL NADU
764063,NABARANGPUR,ODISHA
249175,TEHRI GARHWAL,UTTARAKHAND
690547,ALAPPUZHA,KERALA
533104,EAST GODAVARI,ANDHRA PRADESH
581341,UTTARA KANNADA,KARNATAKA
134108,PANCHKULA,HARYANA
261131,SITAPUR,UTTAR PRADESH
722148,BANKURA,WEST BENGAL
363745,SURENDRANAGAR,GUJARAT
453001,INDORE,MADHYA PRADESH
761212,GAJAPATI,ODISHA
174302,UNA,HIMACHAL PRADESH
382427,AHMADABAD,GUJARAT
620021,TIRUCHIRAPPALLI,TAMIL NADU
821303,ROHTAS,BIHAR
635701,Tirupathur,TAMIL NADU
828121,DHANBAD,JHARKHAND
